#+TITLE: NATUURKUNDE VWO: VEELGESTELDE VRAGEN 2024-2025
#+STARTUP: hidestars
#+OPTIONS: ^:nil
# #+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-readtheorg.setup
#+SETUPFILE: https://fniessen.github.io/org-html-themes/org/theme-bigblow.setup
# #+HTML_HEAD: <link rel="stylesheet" href="https://sandyuraz.com/styles/org.min.css">
#+OPTIONS: num:nil
#+options: num:nil


* Hd1
** Hd1.txt

| # | Vraag                                                                                   | Antwoord                                               |
| 1 | Wat was het belangrijkste kenmerk van het atoommodel van Thomson?                                  | Het atoommodel van Thomson stelde dat atomen een positieve massa bevatten met daarin negatief geladen elektronen verspreid, vergelijkbaar met een krentenbol.                                     |
| 2 | Hoe ontdekte Thomson dat atomen elektronen bevatten?                                              | Thomson gebruikte een kathodestraalbuis en bewees dat de straling bestond uit negatief geladen deeltjes door afbuiging door elektrische velden.                                                    |
| 3 | Wat ontdekte Rutherford over de structuur van het atoom?                                           | Rutherford ontdekte dat atomen een compacte, positief geladen kern hebben met daaromheen snel bewegende elektronen.                                                                               |
| 4 | Hoe verklaarde Rutherford het feit dat sommige alfadeeltjes werden teruggekaatst door goudfolie?   | Rutherford verklaarde dit door te stellen dat de alfadeeltjes werden afgebocht door de kleine, maar dichte, positief geladen kern van de atomen in de goudfolie.                                |
| 5 | Wat ontdekte Chadwick over de atoomkern?                                                           | Chadwick ontdekte het bestaan van neutronen, neutrale deeltjes in de atoomkern met ongeveer dezelfde massa als protonen.                                                                          |
| 6 | Wat is een positron en hoe verschilt het van een elektron?                                         | Een positron is het antideeltje van een elektron. Het heeft dezelfde massa als een elektron maar een positieve lading in plaats van een negatieve lading.                                       |
| 7 | Hoe werden subatomaire deeltjes zichtbaar in een nevelvat?                                         | Subatomaire deeltjes werden zichtbaar door de ionisatie van dampmoleculen, die condensatie veroorzaakte en sporen van druppeltjes achterliet in het nevelvat.                                      |
| 8 | Wat veroorzaakt de kromming van de sporen van geladen deeltjes in een magnetisch veld?              | De kromming van de sporen wordt veroorzaakt door de lorentzkracht, die werkt als een middelpuntzoekende kracht op de geladen deeltjes in het magnetische veld.                                     |
| 9 | Wat concludeerde Anderson over positronen op basis van de sporen in het nevelvat?                   | Anderson concludeerde dat positronen het antideeltje van elektronen zijn omdat ze een positieve lading hebben en sporen vertonen die lijken op die van elektronen maar met tegengestelde kromming. |
| 10 |  Wat ontdekte Anderson over muonen en waarom was dit verwarrend voor fysici?                       | Anderson ontdekte muonen, deeltjes met een massa ongeveer 200 keer die van een elektron. Dit was verwarrend omdat het atoommodel al compleet leek met de bekende deeltjes.                      |
| 11 |  Hoe bepaald Millikan de lading van een elektron?                                                 | Millikan bepaalde de lading van een elektron door oliedruppels in een elektrisch veld te observeren en de spanning aan te passen zodat de druppels zweefden, wat de lading van een elektron berekende. |
| 12 |  Wat zijn isotopen?                                                                                  | Isotopen zijn atomen van hetzelfde element (met hetzelfde atoomnummer) maar met een verschillend massagetal door een ander aantal neutronen in de kern.                                          |
| 13 |  Wat is het verschil tussen het atoomnummer en het massagetal?                                      | Het atoomnummer (Z) is het aantal protonen in de kern en bepaalt de chemische eigenschappen van een atoom, terwijl het massagetal (A) de som is van het aantal protonen en neutronen.            |
| 14 |  Waarom is het idee dat elektronen in cirkelvormige banen rond de kern draaien bijgesteld?          | Het idee is bijgesteld omdat elektronbanen nu eerder worden voorgesteld als een wolk van waarschijnlijkheid rond de kern in plaats van vaste banen.                                             |
| 15 |  Hoe houdt de kernkracht protonen en neutronen bij elkaar in de atoomkern?                          | De kernkracht is een sterke aantrekkende kracht die protonen en neutronen in de kern bij elkaar houdt, ondanks de afstotende elektrische krachten tussen protonen.                                |
| 16 | Wat is het symbool voor protonen in de notatie van atomen? | \( p \) |
| 17 | Hoe noteer je een germaniumkern met 32 protonen en 41 neutronen? | \( \text{Ge}^{73} \) |
| 18 | Hoe wordt alfa-straling aangeduid in de tabel? | \( \alpha \) |
| 19 | Waaruit bestaat een alfa-deeltje? | Twee protonen en twee neutronen |
| 20 | Wat is de naam voor waterstof met twee protonen en één neutron? | Deuterium |
| 21 | Wat is de naam voor waterstof met één proton en twee neutronen? | Tritium |
| 22 | Hoe lang duurt het voor de helft van een C-14 monster te vervallen? | 5730 jaar |
| 23 | Wat betekent behoud van het ladingsgetal bij vervalreacties? | De totale lading blijft gelijk voor en na de reactie. |
| 24 | Wat betekent behoud van het massagetal bij vervalreacties? | Het totale aantal protonen en neutronen blijft gelijk voor en na de reactie. |
| 25 | Hoe wordt het massadefect berekend? | Het massadefect is het verschil in massa tussen de reactanten en de producten. |
| 26 | Wat is de formule van Einstein voor energie-massa omzetting? | \( E = mc^2 \) |
| 27 | Hoe wordt een positron aangeduid in de tabel? | \( e^+ \) |
| 28 | Hoe bereken je de energie van een massadefect? | Met behulp van de formule \( E = mc^2 \) of uit BINAS tabel B. |
| 29 | Wat is het belangrijkste kenmerk van een kernfusie-reactie? | Het komt veel meer energie vrij dan bij een kernsplijtingsreactie. |
| 30 | Waarom is kernfusie alleen mogelijk bij hoge temperaturen? | Omdat waterstofkernen elkaar alleen bij hoge snelheid kunnen naderen om te fuseren. |
| 31 | Wat gebeurt er bij annihilatie van een elektron en een positron? | De massa van beide deeltjes wordt omgezet in energie in de vorm van twee gammafotonen. |
| 32 | Wat is een antielektronneutrino? | Een neutraal deeltje zonder massa dat vrijkomt bij beta-verval. |
| 33 | Wat gebeurt er bij een botssing tussen een elektron en een proton? | Een neutron wordt gevormd. |
| 34 | Hoeveel gammafotonen komen vrij bij de annihilatie van een elektron en positron? | Twee gammafotonen |
| 35 | Wat zegt de wet van behoud van impuls?                                    | De totale impuls voor de interactie is gelijk aan de totale impuls na de interactie. |
| 36 | Hoe bereken je de impuls van een voorwerp?                                | Impuls = massa × snelheid (p = m × v).                                   |
| 37 | Wat heb je nodig om de impuls van een voorwerp te veranderen?            | Een kracht.                                                              |
| 38 | Wat gebeurt er met de remkracht als een vrachtwagen en een personenauto met dezelfde snelheid tot stilstand moeten komen? | De vrachtwagen heeft een grotere remkracht nodig dan de personenauto.    |
